31120887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaseID,ResponseId,StartDate,EndDate,DOV_SPLIT_A,DOV_SPLIT_B,BNE1_1,BNE1_2,BNE1_3,BNE1_4,BNE1_5,BNE2_1,BNE2_2,BNE2_3,BNE2_4,BNE3_1,BNE3_2,BNE3_3,BNE4,complete_status,QFLAG,xparty4,xurbanicity,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppemploy,ppstaten,ppt18ov,ppkid017,PPREG9,SSTNO,weight_PID
51,R_3axF5G4lw9ANcbZ,2/24/2024 7:51:41,2/24/2024 7:59:22,SPLIT A, ,Very familiar,Very familiar, ,Somewhat familiar,"Heard of it, but that’s it",Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,Yes,No,No,qualified,1,Independent,Suburban,86,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$75,000 to $99,999",Widowed,Metro area,Northeast,Owned or being bought by you or someone in,Working part-time,MA,1,0,New England,70,1.1909602
52,R_30HgMlMDQ9Gczuh,2/23/2024 14:56:12,2/23/2024 15:11:41, ,SPLIT B,Never heard of this, ,Never heard of this,Never heard of this,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,No,No,No, ,qualified,1,Something else,Suburban,63,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$10,000 to $24,999",Now married,Non-metro area,West,Owned or being bought by you or someone in,Not working,NM,2,0,Mountain,70,1.01319
53,R_3qgeA20Yvcx0g5L,2/24/2024 1:19:02,2/24/2024 1:22:47,SPLIT A, ,"Heard of it, but that’s it",Never heard of this, ,"Heard of it, but that’s it",Never heard of this,Strongly oppose,Somewhat oppose,Somewhat oppose,Strongly oppose,"Yes, I have",No,No, ,qualified,1,Republican,Suburban,56,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,5,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working part-time,KY,4,1,East-South Central,70,0.876034
54,R_1zJBmaQlbWLjrMt,2/24/2024 8:36:20,2/24/2024 8:41:04,SPLIT A, ,Very familiar,Very familiar, ,Somewhat familiar,Somewhat familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,No,No, ,qualified,1,Democrat,Suburban,60,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$25,000 to $49,999",Never married,Metro area,Northeast,Owned or being bought by you or someone in,Working part-time,PA,1,0,Mid-Atlantic,70,0.54974
55,R_5N2mdpwL9kvdtNK,2/23/2024 18:11:04,2/23/2024 18:29:12, ,SPLIT B,"Heard of it, but that’s it", ,Somewhat familiar,Somewhat familiar,"Heard of it, but that’s it",Somewhat support,Somewhat support,Strongly oppose,Strongly oppose,"Yes, I have","Yes, I have",No,No,qualified,1,Democrat,Suburban,69,Bachelor or higher,Bachelor’s degree,"2+ races, Non-Hispanic",Female,1,One-family condo or townhouse attached to other units,"$50,000 to $74,999",Divorced,Metro area,Midwest,Owned or being bought by you or someone in,Working part-time,OH,1,0,East-North Central,70,0.2301047
56,R_72IYtdzPHNfKgIP,2/23/2024 14:50:27,2/23/2024 14:57:27, ,SPLIT B,Never heard of this, ,Somewhat familiar,Never heard of this,Never heard of this,Somewhat support,Strongly oppose,Strongly oppose,Strongly oppose,No,Yes,No,No,qualified,1,Democrat,Urban,56,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,Building with 2 or more apartments,"$10,000 to $24,999",Never married,Metro area,South,Rented for cash,Not working,FL,1,0,South Atlantic,70,0.4732101
57,R_1PRy55gyciEpOJh,2/24/2024 9:31:31,2/24/2024 9:38:29,SPLIT A, ,Very familiar,Somewhat familiar, ,Very familiar,Somewhat familiar,Strongly support,Strongly oppose,Strongly oppose,Strongly oppose,No,No,No, ,qualified,1,Independent,Urban,67,Some college,Some college or Associate degree,"Other, Non-Hispanic",Male,2,Building with 2 or more apartments,"$100,000 to $149,999",Never married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NY,1,1,Mid-Atlantic,70,1.6415434
58,R_51KlKvIw8lDsEaa,2/25/2024 6:59:45,2/25/2024 7:06:09, ,SPLIT B,"Heard of it, but that’s it", ,"Heard of it, but that’s it",Never heard of this,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,"Yes, I have","Yes, I have","Yes, I have",No,qualified,1,Independent,Suburban,32,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,Building with 2 or more apartments,"$25,000 to $49,999",Divorced,Metro area,Northeast,Rented for cash,Working full-time,MA,2,0,New England,70,1.5232747
59,R_3ZHy8wPICKzHbnH,2/25/2024 10:53:58,2/25/2024 10:58:42,SPLIT A, ,Never heard of this,Somewhat familiar, ,Never heard of this,Never heard of this,Somewhat support,Strongly support,Strongly oppose,Somewhat oppose,"Yes, I have",No,No, ,qualified,1,Republican,Suburban,57,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,WA,2,0,Pacific,70,0.9986996
60,R_4y7XA8e6mVyoBtE,2/23/2024 18:39:04,2/23/2024 18:43:42,SPLIT A, ,Somewhat familiar,Never heard of this, ,"Heard of it, but that’s it",Never heard of this,Somewhat support,Somewhat support,Somewhat support,Somewhat oppose,"Yes, I have",No,"Yes, I know someone", ,qualified,1,Republican,Urban,47,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,5,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Working part-time,NM,2,3,Mountain,70,0.7795768
61,R_6OJpU43EdoYf3Ob,2/23/2024 17:47:40,2/23/2024 17:59:30,SPLIT A, ,"Heard of it, but that’s it",Very familiar, ,Never heard of this,Never heard of this,Strongly support,Strongly support,Strongly oppose,Strongly oppose,"Yes, I know someone",No,"Yes, I know someone", ,qualified,1,Republican,Suburban,56,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,WI,2,0,East-North Central,70,0.856546
62,R_1U6vu8ItnHxFRgB,2/23/2024 15:45:33,2/23/2024 15:51:02,SPLIT A, ,"Heard of it, but that’s it",Somewhat familiar, ,Somewhat familiar,Somewhat familiar,Strongly oppose,Somewhat oppose,Somewhat oppose,Strongly oppose,No,No,No, ,qualified,1,Independent,Suburban,66,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$50,000 to $74,999",Never married,Metro area,West,Owned or being bought by you or someone in,Not working,CA,1,0,Pacific,70,0.973591
63,R_1Bsp1Jm4Y03xi41,2/24/2024 9:26:37,2/24/2024 9:32:23,SPLIT A, ,"Heard of it, but that’s it",Somewhat familiar, ,"Heard of it, but that’s it","Heard of it, but that’s it",Somewhat oppose,Somewhat support,Somewhat oppose,Somewhat support,"Yes, I know someone",No,No, ,qualified,1,Republican,Urban,83,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,IA,3,0,West-North Central,70,0.7690734
64,R_12xtGM1uV2vkMr0,2/24/2024 10:47:49,2/24/2024 10:53:44,SPLIT A, ,"Heard of it, but that’s it",Somewhat familiar, ,Somewhat familiar,Somewhat familiar,Strongly oppose,Strongly support,Strongly oppose,Strongly support,No,"Yes, I have",No,Yes,qualified,1,Independent,Rural,74,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$25,000 to $49,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,MI,2,0,East-North Central,70,1.0693625
65,R_67V3TV61YQxQOGt,2/23/2024 15:12:51,2/23/2024 15:18:21, ,SPLIT B,Somewhat familiar, ,Very familiar,Somewhat familiar,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,"Yes, I know someone","Yes, I have",No,No,qualified,1,Independent,Suburban,59,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$150,000 or more",Never married,Metro area,Northeast,Owned or being bought by you or someone in,Not working,MA,2,0,New England,70,1.3300253
66,R_5fry8sn4oD5jZLq,2/23/2024 18:02:43,2/23/2024 18:09:28,SPLIT A, ,Very familiar,"Heard of it, but that’s it", ,Never heard of this,"Heard of it, but that’s it",Strongly oppose,Somewhat support,Somewhat oppose,Somewhat oppose,No,No,No, ,qualified,1,Democrat,Urban,73,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,1,"Other (mobile home, boat, RV, van, etc.)","$25,000 to $49,999",Widowed,Metro area,South,Owned or being bought by you or someone in,Working part-time,FL,1,0,South Atlantic,70,0.6319173
67,R_3nUWtynFD5Ri4pc,2/24/2024 7:13:37,2/24/2024 7:26:00, ,SPLIT B,Never heard of this, ,Never heard of this,Never heard of this,Never heard of this,Somewhat oppose,Somewhat support,Somewhat support,Skipped,"Yes, I know someone","Yes, I know someone",No,No,qualified,1,Republican,Suburban,73,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,1,One-family house detached from any other house,"$10,000 to $24,999",Divorced,Metro area,South,Owned or being bought by you or someone in,Not working,FL,1,0,South Atlantic,70,1.0471008
68,R_5MJINTsJ4LvKFfj,2/23/2024 17:36:14,2/23/2024 17:42:47,SPLIT A, ,Never heard of this,Never heard of this, ,"Heard of it, but that’s it","Heard of it, but that’s it",Somewhat oppose,Somewhat support,Somewhat oppose,Strongly support,No,No,No, ,qualified,1,Republican,Suburban,30,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$150,000 or more",Never married,Metro area,South,Owned or being bought by you or someone in,Working full-time,TX,3,0,West-South Central,70,0.8084928
69,R_7J9bcq4SLCq4mDT,2/23/2024 19:59:57,2/23/2024 20:04:33,SPLIT A, ,Somewhat familiar,Never heard of this, ,Never heard of this,Never heard of this,Somewhat oppose,Somewhat support,Somewhat oppose,Somewhat support,No,No,No, ,qualified,1,Something else,Urban,46,Some college,Some college or Associate degree,Hispanic,Male,1,Building with 2 or more apartments,"$150,000 or more",Divorced,Metro area,West,Rented for cash,Working full-time,NM,1,0,Mountain,70,0.949845
70,R_7gihOyJ2TIC8GGs,2/23/2024 19:54:21,2/23/2024 19:58:56, ,SPLIT B,Very familiar, ,Very familiar,Very familiar,Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,"Yes, I have","Yes, I have","Yes, I have",No,qualified,1,Democrat,Urban,41,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,1,Building with 2 or more apartments,"$25,000 to $49,999",Never married,Metro area,Northeast,Rented for cash,Working full-time,PA,1,0,Mid-Atlantic,70,0.6223011
71,R_13Hhh6sZHagRow9,2/23/2024 17:17:57,2/23/2024 17:24:36, ,SPLIT B,"Heard of it, but that’s it", ,"Heard of it, but that’s it","Heard of it, but that’s it",Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly support,No,No,No, ,qualified,1,Independent,Urban,68,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$25,000 to $49,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Not working,MA,2,0,New England,70,1.2590781
72,R_6VOVZRdnNzCLK0T,2/23/2024 17:05:22,2/23/2024 17:10:14,SPLIT A, ,Somewhat familiar,"Heard of it, but that’s it", ,Never heard of this,Somewhat familiar,Somewhat oppose,Somewhat oppose,Somewhat oppose,Strongly support,No,No,No, ,qualified,1,Independent,Suburban,60,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,One-family condo or townhouse attached to other units,"$50,000 to $74,999",Never married,Metro area,West,Owned or being bought by you or someone in,Working full-time,OR,2,0,Pacific,70,0.9109494
73,R_5ooGXzdLbY70NEn,2/24/2024 18:07:40,2/24/2024 18:11:59, ,SPLIT B,Never heard of this, ,Never heard of this,Never heard of this,Never heard of this,Strongly oppose,Strongly support,Strongly oppose,Strongly support,"Yes, I have","Yes, I have",No,No,qualified,1,Republican,Suburban,62,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,1,Building with 2 or more apartments,"$100,000 to $149,999",Never married,Metro area,West,Rented for cash,Working full-time,CA,1,0,Pacific,70,0.8390149
74,R_1qBQuqjlcJeLpkD,2/23/2024 15:18:10,2/23/2024 15:22:38,SPLIT A, ,Never heard of this,Never heard of this, ,"Heard of it, but that’s it",Never heard of this,Strongly oppose,Somewhat support,Strongly oppose,Strongly support,No,No,No, ,qualified,1,Independent,Urban,63,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,NV,2,0,Mountain,70,1.3465463
75,R_7w0QkwgZ0COOntG,2/23/2024 16:02:01,2/23/2024 16:10:38, ,SPLIT B,Never heard of this, ,Somewhat familiar,"Heard of it, but that’s it",Never heard of this,Somewhat support,Somewhat support,Somewhat support,Somewhat support,"Yes, I have",No,"Yes, I know someone", ,qualified,1,Republican,Suburban,65,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,FL,2,0,South Atlantic,70,0.7301312
76,R_5LVpw0sYaRYxdYJ,2/24/2024 16:20:44,2/24/2024 16:26:04,SPLIT A, ,Never heard of this,Never heard of this, ,"Heard of it, but that’s it",Never heard of this,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,No,No,No, ,qualified,1,Republican,Suburban,39,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$25,000 to $49,999",Never married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,2,0,Pacific,70,0.8086766
77,R_6HIgfneaU83i0kP,2/23/2024 14:58:00,2/23/2024 15:02:51, ,SPLIT B,Somewhat familiar, ,"Heard of it, but that’s it","Heard of it, but that’s it",Never heard of this,Somewhat support,Somewhat support,Somewhat oppose,Strongly oppose,"Yes, I know someone",No,"Yes, I know someone", ,qualified,1,Republican,Suburban,69,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,1,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working part-time,MD,1,0,South Atlantic,70,0.8688352
78,R_30xsc2xA92uQOvF,2/23/2024 17:18:05,2/23/2024 17:25:03,SPLIT A, ,Very familiar,Very familiar, ,Very familiar,Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly support,Yes,Yes,Yes,No,qualified,1,Democrat,Suburban,72,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,OH,2,0,East-North Central,70,0.5290968
79,R_1j9XSMI0vlQSlip,2/25/2024 12:31:49,2/25/2024 12:43:21,SPLIT A, ,Very familiar,Very familiar, ,"Heard of it, but that’s it",Somewhat familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,"Yes, I know someone","Yes, I know someone","Yes, I know someone",No,qualified,1,Democrat,Suburban,75,Bachelor or higher,Master’s degree or above,"2+ races, Non-Hispanic",Female,2,One-family house detached from any other house,"$25,000 to $49,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,OK,2,0,West-South Central,70,0.2864307
80,R_1wbGxbtWVWiG8yA,2/24/2024 10:05:39,2/24/2024 10:14:25, ,SPLIT B,Very familiar, ,Very familiar,Somewhat familiar,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,Yes,No,No,qualified,1,Democrat,Urban,81,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,KY,2,0,East-South Central,70,0.5735033
81,R_1ngzvHIB6lP9cBj,2/24/2024 16:52:32,2/24/2024 17:05:30,SPLIT A, ,Very familiar,Never heard of this, ,Somewhat familiar,Never heard of this,Somewhat support,Strongly support,Somewhat support,Strongly support,Yes,No,Yes, ,qualified,1,Republican,Suburban,83,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Not working,OR,2,0,Pacific,70,0.7344623
82,R_3uQlAih1FeDhhBC,2/25/2024 1:12:13,2/25/2024 1:19:10,SPLIT A, ,Somewhat familiar,Somewhat familiar, ,Somewhat familiar,Somewhat familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,Yes,Yes,No,qualified,1,Democrat,Suburban,54,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,3,0,Pacific,70,0.4474246
